ISIN,Sub-Fund,Asset Type,Country,Description,Currency,Quantity,Market value (note 2),% of net assets
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,LUXEMBOURG,FRN  - DH EUROPE FINANCE 17/22 -SR- ,EUR ,"300,000.00","298,878.90",0.16
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,NETHERLANDS,FRN  - ABB FINANCE 19/20 -SR- ,EUR ,"800,000.00","802,368.00",0.43
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,NETHERLANDS,FRN  - ING GROUP 18/23 -SR- ,EUR ,"800,000.00","809,729.60",0.43
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,NETHERLANDS,FRN  - MYLAN NL 17/20 -SR- ,EUR ,"300,000.00","299,435.70",0.16
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,NETHERLANDS,0.75%  - NETHERLANDS 17/27 -SR- 144A/S ,EUR ,"500,000.00","543,659.00",0.29
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,NETHERLANDS,1.00%  - LEASEPLAN CORPORATION 19/22 -SR- ,EUR ,"300,000.00","306,612.90",0.16
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,NETHERLANDS,1.25%  - BNG BANK 15/20 '1208' -S- ,NOK ,"6,500,000.00","668,354.61",0.36
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,NETHERLANDS,2.125%  - ING GROUP 19/26 -SR- ,EUR ,"600,000.00","657,403.20",0.35
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,NORWAY,FRN  - EQUINOR 15/19 -SR- ,EUR ,"500,000.00","500,203.00",0.27
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,PORTUGAL,2.875%  - PORTUGAL (ODT) 15/25 ,EUR ,"2,680,000.00","3,159,127.72",1.68
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,SPAIN,0.25%  - SPAIN 19/24 -SR- ,EUR ,"900,000.00","919,018.80",0.49
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,SPAIN,1.50%  - SPAIN 17/27 -SR- ,EUR ,"3,700,000.00","4,077,821.80",2.17
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,SPAIN,2.15%  - SPAIN 15/25 ,EUR ,"1,100,000.00","1,249,231.50",0.66
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,UNITED KINGDOM,FRN  - NATWEST MARKETS 17/20 -SR-S ,EUR ,"100,000.00","100,139.30",0.05
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,UNITED KINGDOM,1.00%  - VODAFONE GROUP 14/20 '46' -SR-S ,EUR ,"350,000.00","354,169.55",0.19
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,UNITED KINGDOM,1.625%  - ANGLO AMERICAN CAPITAL 17/25 -SR- ,EUR ,"100,000.00","104,024.20",0.06
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,UNITED STATES,0.125%  - US TREASURY (INFLATION) 13/23 ,USD ,"2,650,000.00","2,562,287.49",1.36
,ORCADIA GLOBAL SUSTAINABLE BALANCED,BONDS,UNITED STATES,0.875%  - PPG INDUSTRIES 15/22 -SR- ,EUR ,"300,000.00","307,747.80",0.16
,ORCADIA GLOBAL SUSTAINABLE BALANCED,II. OTHER TRANSFERABLE SECURITIES,BELGIUM,2.25%  - ATENOR 18/21 '1017' -SR- ,EUR ,"100,000.00","100,500.00",0.05
,ORCADIA GLOBAL SUSTAINABLE BALANCED,II. OTHER TRANSFERABLE SECURITIES,BELGIUM,2.25%  - ATENOR 18/21 -SR- ,EUR ,"250,000.00","258,732.75",0.14
,ORCADIA GLOBAL SUSTAINABLE BALANCED,II. OTHER TRANSFERABLE SECURITIES,BELGIUM,2.50%  - ATENOR 17/21 -SR- ,EUR ,"250,000.00","255,820.00",0.14
,ORCADIA GLOBAL SUSTAINABLE BALANCED,III. MONEY MARKET INSTRUMENTS,BELGIUM,C. PAP. WAREHOUSE DE PAUW 30/08/19 ,EUR ,"500,000.00","499,955.15",0.27
,ORCADIA GLOBAL SUSTAINABLE BALANCED,III. MONEY MARKET INSTRUMENTS,BELGIUM,C. PAP. WERELDHAVE BELGIUM 18/07/19 ,EUR ,"1,000,000.00","999,941.90",0.53
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,IRELAND,HERMES IF - GLOBAL EMERGING MARKETS F USD ,USD ,"1,350,000.00","3,549,025.29",1.89
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,IRELAND,ISHARES II - MSCI EUROPE SRI ETF EUR ,EUR ,"368,100.00","16,332,597.00",8.69
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,IRELAND,ISHARES IV - MSCI EM SRI USD ETF ,EUR ,"1,622,500.00","9,483,979.67",5.05
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,IRELAND,ISHARES IV - MSCI USA SRI UCITS ETF ,USD ,"2,512,000.00","16,962,838.08",9.02
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,ALQUITY - FUTURE WORLD FUND Y USD -ACC- ,USD ,"11,500.00","1,091,328.59",0.58
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,FRANKLIN TOF - GREEN TARGET INCOME 2024 W EUR ,EUR ,"5,000.00","512,100.00",0.27
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,PICTET - SHORT-TERM MONEY MARKET EUR I ,EUR ,"75,700.00","10,493,238.77",5.58
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,PROTEA - ORCADIA EQUITY EMU SRI EX-FOSSIL B EUR * ,EUR ,"28,000.00","3,149,720.00",1.68
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,QUEST MANAGEMENT - CLEANTECH C EUR ,EUR ,"2,350.00","622,515.00",0.33
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,ROBECO CGF - QI EMERGING CONSERVATIVE EQUITIES I EUR ,EUR ,"25,000.00","4,475,750.00",2.38
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,ROBECO CGF - QI GLOBAL SUSTAINABLE ENH. IDX EQUIT. I EUR ,EUR ,"59,100.00","9,987,309.00",5.32
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,UBS ETF - MSCI EMERGING MKTS SOCIALLY RESP. UCITS A USD ,EUR ,"395,000.00","4,750,808.80",2.53
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,UBS ETF - MSCI EMU SOCCIALLY RESPONSIBLE UCITS A EUR ,EUR ,"58,000.00","5,634,700.00",3
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,UBS ETF - MSCI JAPAN SOCIALLY RESP. UCITS A JPY -INC- ,EUR ,"306,500.00","5,539,297.30",2.95
,ORCADIA GLOBAL SUSTAINABLE BALANCED,IV. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,UBS ETF - MSCI WORLD SOCIALLY RESPONSIBLE UCITS A USD ,EUR ,"166,150.00","14,218,228.90",7.57
,DIVERSIFIED,I. OTHER TRANSFERABLE SECURITIES,FRANCE,SG ISSUER (SPX) 17/071222 ,USD ,"300,000.00","280,900.95",1.25
,DIVERSIFIED,I. OTHER TRANSFERABLE SECURITIES,NETHERLANDS,BNP PARIBAS (SX5E) CERT. 19/22 ,EUR ,"235,000.00","260,920.50",1.16
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,FRANCE,ERAAM PREMIA I EUR -ACC- ,EUR ,327,"338,873.37",1.5
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,FRANCE,LUTETIA PATRIMOINE I USD -ACC- ,USD ,"8,283.00","919,581.74",4.08
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,IRELAND,BMO INVESTMENTS III - REAL ESTATE EQ MKT NEUTRAL B EUR ,EUR ,"82,574.00","983,456.34",4.36
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,IRELAND,FORT GLOBAL - CONTRARIAN FUND C EUR ,EUR ,210,"232,589.70",1.03
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,IRELAND,LIONTRUST GF - EUROPEAN STRATEGIC EQUITY A3 ,EUR ,"29,839.00","342,232.44",1.52
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,IRELAND,MAN VI - GLG EUROPEAN EQUITY ALTERNATIVE IN EUR ,EUR ,"10,810.00","1,228,448.40",5.45
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,IRELAND,MAN VI - GLG INNOVATION EQUITY ALTERATIVE IN USD ,USD ,"9,065.00","879,355.94",3.9
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,IRELAND,MW - LIQUID ALPHA FUND B EUR-ACC- ,EUR ,"14,324.00","1,524,417.38",6.76
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,IRELAND,NEUBERGER BIF - UNCORRELATED STRATEGIES I EUR -ACC- ,EUR ,"89,941.00","879,622.98",3.9
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,AMUNDI FS - ABSOLUTE RETURN MULTI STRATEGY M2 EUR ,EUR ,835,"1,104,730.05",4.9
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,ARTEMIS (L) - US ABSOLUTE RETURN I USD -ACC.- ,USD ,"1,326,514.36","1,190,228.64",5.28
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,BLACKROCK SF - AMERICAS DIV. EQ. ABS. RET. D2 USD -ACC- ,USD ,"11,945.00","1,191,877.72",5.29
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,ELEVA - ABSOLUTE RETURN EUROPE I EUR -ACC- ,EUR ,424,"439,102.88",1.95
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,FLOSSBACH VON STORCH - MULTI ASSET DEFENSIVE IT ,EUR ,"4,984.00","569,621.36",2.53
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,FRANKLIN TIF - K2 ALTERNATIVE STRATEGIES I ,USD ,"43,617.00","458,078.08",2.03
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,HELIUM FUND - HELIUM I EUR -ACC- ,EUR ,"1,437.00","1,530,586.06",6.8
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,JANUS HENDERSON UK ABSOLUTE RETURN H EUR HEDGED ,EUR ,"40,168.00","224,912.68",1
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,JPMF - MULTI-MANAGER ALTERNATIVES C USD -ACC- ,USD ,"4,637.00","452,706.06",2.01
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,JUPITER GF - GLOBAL ABSOLUTE RETURN I EUR ,EUR ,"72,844.00","672,350.12",2.98
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,PICTET TR - AGORA I EUR ,EUR ,"10,535.00","1,310,554.00",5.82
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,SCHRODER GAIA - EGERTON EQUITY C -CAP- ,EUR ,"3,660.00","752,642.40",3.34
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,SCHRODER GAIA - TWO SIGMA DIVERSIFIED C EUR HEDGED ,EUR ,"7,013.50","824,998.01",3.66
,DIVERSIFIED,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,SOLYS - LUTETIA VOLATILITY ADVANTAGE II A EUR ,EUR ,"2,687.00","261,445.10",1.16
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,AUSTRIA,BAWAG GROUP ,EUR ,"23,070.00","968,390.20",2.76
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,BERMUDA,VEON ADR -SPONS.- ,USD ,"364,000.00","1,019,200.00",2.9
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,BRAZIL,BR PROPERTIES ,BRL ,"241,300.00","620,146.62",1.77
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,GERMANY,BAYER REG. ,EUR ,"5,600.00","388,631.44",1.11
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,HONG KONG,HANG LUNG GROUP ,HKD ,"418,200.00","1,158,915.84",3.3
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,IRELAND,FLUTTER ENTERTAINMENT ,EUR ,"10,575.00","797,838.44",2.27
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,RUSSIA,MOSCOW EXCHANGE ,RUB ,"702,982.00","1,004,751.41",2.86
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,UNITED KINGDOM,ITE GROUP ,GBP ,"1,390,798.00","1,265,600.05",3.6
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,UNITED KINGDOM,MEGGITT ,GBP ,"116,888.00","779,520.61",2.22
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,UNITED KINGDOM,MERLIN ENTERTAINMENTS ,GBP ,"200,856.00","1,148,032.68",3.27
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,UNITED KINGDOM,NUMIS CORPORATION ,GBP ,"173,774.00","598,244.14",1.7
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,UNITED KINGDOM,VICTREX ,GBP ,"21,203.00","583,957.12",1.66
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,UNITED STATES,AMERICAN EXPRESS ,USD ,"7,472.00","922,343.68",2.63
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,UNITED STATES,MICROSOFT ,USD ,"3,986.00","533,964.56",1.52
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,SHARES,UNITED STATES,WESTERN DIGITAL ,USD ,"9,000.00","427,950.00",1.22
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,ARGENTINA,3.875%  - ARGENTINA 16/22 -SR-S ,EUR ,"200,000.00","187,010.32",0.53
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,ARGENTINA,6.875%  - AEROPUERTOS ARGENTINA 17/27 -SR-S ,USD ,"1,200,000.00","1,141,700.55",3.25
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,ARGENTINA,8.75%  - IRSA PROPIEDADES COMERCIALES 16/23 -SR- ,USD ,"750,000.00","721,017.75",2.05
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,BRITISH VIRGIN ISLANDS,5.875%  - STUDIO CITY 16/19 -SR-S ,USD ,"1,500,000.00","1,511,143.50",4.3
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,CAYMAN ISLANDS,3.125%  - JD.COM 16/21 -SR- ,USD ,"1,000,000.00","1,001,762.00",2.85
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,ITALY,3.125%  - INTESA SANPAOLO 17/22 -SR- 144A ,USD ,"1,000,000.00","990,671.00",2.82
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,LUXEMBOURG,7.75%  - MHP 17/24 -SR- ,USD ,"500,000.00","531,004.50",1.51
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,MAURITIUS,9.125%  - HTA GROUP LTD 17/22 -SR-S ,USD ,"1,250,000.00","1,314,467.50",3.74
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,SOUTH AFRICA,1.875%  - CV SIBANYE GOLD 17/23 -SR- ,USD ,"200,000.00","198,241.60",0.56
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,UNITED KINGDOM,6.25%  - TULLOW OIL 14/22 -SR- REG S ,USD ,"1,000,000.00","1,009,845.00",2.88
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,UNITED KINGDOM,6.625%  - SUB. BARCLAYS (COCO) 14/PERP ,USD ,"500,000.00","502,561.50",1.43
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,UNITED KINGDOM,6.75%  - ARQIVA BROADCOAST 18/23 -S- ,GBP ,"400,000.00","548,203.23",1.56
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,UNITED STATES,1.85%  - CITIBANK 17/19 -SR- ,USD ,"1,350,000.00","1,348,690.50",3.84
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,UNITED STATES,2.25%  - AMERICAN EXPRESS CREDIT 14/19 'E' -SR- ,USD ,"400,000.00","399,900.40",1.14
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,UNITED STATES,2.30%  - DAIMLER FINANCE NA 17/20 -SR-S ,USD ,"1,500,000.00","1,499,181.00",4.27
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,UNITED STATES,2.375%  - BROADCOM 18/20 -SR- ,USD ,"800,000.00","799,006.40",2.28
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,UNITED STATES,2.65%  - MORGAN STANLEY 15/20 'F' -SR- ,USD ,"1,000,000.00","1,001,376.00",2.85
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,UNITED STATES,3.45%  - IBM CREDIT 18/20 -SR- ,USD ,"1,000,000.00","1,016,850.00",2.9
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,UNITED STATES,5.15%  - NBC UNIVERSAL MEDIA 11/20 ,USD ,"1,500,000.00","1,534,716.00",4.37
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,BONDS,UNITED STATES,9.25%  - ALTRIA GROUP (FR/RAT) 09/19 -SR- ,USD ,"1,000,000.00","1,006,347.00",2.87
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,II. UNITS OF INVESTMENT FUNDS,IRELAND,PIMCO FIS - USD SHORT MATURITY SOURCE ETF ,USD ,"10,000.00","1,014,900.00",2.89
,THE SEVEN PILLARS INCOME OPPORTUNITY FUND,II. UNITS OF INVESTMENT FUNDS,SWITZERLAND,PICTET CH - SHORT-TERM MONEY MARKET USD - P DY ,USD ,"1,492.48","1,537,032.75",4.38
,WEALTHEON WORLD EQUITY,SHARES,BELGIUM,ANHEUSER-BUSCH INBEV ,EUR ,"8,569.00","667,010.96",1.73
,WEALTHEON WORLD EQUITY,SHARES,CAYMAN ISLANDS,ALIBABA GROUP HOLDING ADR -SPONS.- ,USD ,"6,435.00","957,508.56",2.48
,WEALTHEON WORLD EQUITY,SHARES,CAYMAN ISLANDS,TENCENT HOLDINGS ,HKD ,"23,900.00","947,202.25",2.45
,WEALTHEON WORLD EQUITY,SHARES,GERMANY,ALLIANZ ,EUR ,"1,751.00","371,212.00",0.96
,WEALTHEON WORLD EQUITY,SHARES,JAPAN,MITSUBISHI UFJ FINANCIAL GROUP ,JPY ,"124,200.00","518,282.98",1.34
,WEALTHEON WORLD EQUITY,SHARES,JAPAN,SONY ,JPY ,"15,800.00","727,322.74",1.88
,WEALTHEON WORLD EQUITY,SHARES,LIBERIA,ROYAL CARIBBEAN CRUISES ,USD ,"6,277.00","668,102.54",1.73
,WEALTHEON WORLD EQUITY,SHARES,NETHERLANDS,ASML HOLDING ,EUR ,"5,974.00","1,097,662.76",2.84
,WEALTHEON WORLD EQUITY,SHARES,NETHERLANDS,ING GROUP ,EUR ,"30,744.00","313,465.82",0.81
,WEALTHEON WORLD EQUITY,SHARES,NETHERLANDS,NXP SEMICONDUCTORS ,USD ,"6,766.00","579,934.37",1.5
,WEALTHEON WORLD EQUITY,SHARES,NETHERLANDS,STMICROELECTRONICS ,EUR ,"38,674.00","603,314.40",1.56
,WEALTHEON WORLD EQUITY,SHARES,UNITED KINGDOM,ROYAL DUTCH SHELL 'A' ,EUR ,"29,862.00","857,338.02",2.22
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,ABBOTT LABORATORIES ,USD ,"12,710.00","938,629.26",2.43
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,ALPHABET 'A' ,USD ,"1,338.00","1,272,204.43",3.29
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,AMAZON.COM ,USD ,321,"533,768.20",1.38
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,AMETEK ,USD ,"5,720.00","456,273.97",1.18
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,AMPHENOL 'A' ,USD ,"10,086.00","849,710.96",2.2
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,APPLE ,USD ,"2,676.00","465,080.72",1.2
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,BANK OF AMERICA ,USD ,"28,085.00","715,195.82",1.85
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,BOSTON SCIENTIFIC ,USD ,"29,315.00","1,106,391.55",2.86
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,CHARLES SCHWAB ,USD ,"18,765.00","662,245.65",1.71
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,CITIGROUP ,USD ,"10,679.00","656,700.36",1.7
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,GENERAL ELECTRIC ,USD ,"64,479.00","594,511.33",1.54
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,HONEYWELL INTERNATIONAL ,USD ,"5,338.00","818,371.46",2.12
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,MERCK & CO ,USD ,"15,725.00","1,157,833.90",3
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,MICROSOFT ,USD ,"3,023.00","355,603.34",0.92
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,MONDELEZ INTERNATIONAL 'A' ,USD ,"20,342.00","962,797.51",2.49
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,PEPSICO ,USD ,"9,323.00","1,073,520.36",2.78
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,T-MOBILE US ,USD ,"11,690.00","761,061.29",1.97
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,UNITEDHEALTH GROUP ,USD ,"4,538.00","972,354.57",2.52
,WEALTHEON WORLD EQUITY,SHARES,UNITED STATES,VULCAN MATERIALS ,USD ,"5,655.00","681,847.60",1.76
,WEALTHEON WORLD EQUITY,II. UNITS OF INVESTMENT FUNDS,GERMANY,ISHARES STOXX EUROPE 600 INDUSTRIAL G&S ,EUR ,"30,031.00","1,671,225.15",4.32
,WEALTHEON WORLD EQUITY,II. UNITS OF INVESTMENT FUNDS,IRELAND,FIRST TRUST GLOBAL - EMERGING MARKETS ALPHADEX A USD ,USD ,"64,334.00","1,678,118.61",4.34
,WEALTHEON WORLD EQUITY,II. UNITS OF INVESTMENT FUNDS,IRELAND,FIRST TRUST GLOBAL - EUROZONE ALPHADEX A ,EUR ,"68,309.00","2,108,357.29",5.46
,WEALTHEON WORLD EQUITY,II. UNITS OF INVESTMENT FUNDS,IRELAND,ISHARES IV - AUTOMATION & ROBOTICS UCITS ETF USD -ACC- ,USD ,"113,976.00","759,536.06",1.97
,WEALTHEON WORLD EQUITY,II. UNITS OF INVESTMENT FUNDS,IRELAND,ISHARES MSCI AC FAR EAST EX-JAPAN ,USD ,"34,034.00","1,606,234.63",4.16
,WEALTHEON WORLD EQUITY,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,MULTI UL - LYXOR HK (HSI) ETF EUR -INC.- ,EUR ,"33,687.00","1,023,747.93",2.65
,WEALTHEON WORLD EQUITY,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,PICTET - SHORT-TERM MONEY MARKET EUR I ,EUR ,"21,636.75","2,999,201.57",7.75
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,AUSTRALIA,4.45%  - ADANI ABBOT POINT 17/22 -SR-S ,USD ,"400,000.00","389,101.20",1.13
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,AUSTRALIA,6.25%  - SUB. BHP BILLITON FINANCE USA 15/75 ,USD ,"300,000.00","312,692.40",0.91
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,BAHRAIN,3.50%  - GULF INTERNATIONAL BANK 17/22 '2' -SR-S ,USD ,"400,000.00","401,123.60",1.16
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,BERMUDA,4.95%  - SUB. QATAR REINSURANCE 17/PERP ,USD ,"300,000.00","300,331.80",0.87
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,BRITISH VIRGIN ISLANDS,2.75%  - STATE GRID OVERSEAS 17/22 -SR-S ,USD ,"300,000.00","301,412.70",0.87
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,BRITISH VIRGIN ISLANDS,2.875%  WANT WANT CHINA 17/22 -SR-S ,USD ,"200,000.00","200,278.20",0.58
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,BRITISH VIRGIN ISLANDS,3.125%  - CLP POWER HONG KONG FINANCE 15/25 ,USD ,"500,000.00","508,317.50",1.47
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,BRITISH VIRGIN ISLANDS,3.50%  - CCCI TREASURE 15/PERP -SR-S ,USD ,"200,000.00","200,064.60",0.58
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,BRITISH VIRGIN ISLANDS,3.875%  - CHINA CINDA FINANCE 18/23 -SR-S ,USD ,"500,000.00","514,995.50",1.49
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,BRITISH VIRGIN ISLANDS,4.25%  - CHINALCO CAPITAL 17/22 -SR-S ,USD ,"200,000.00","198,927.20",0.58
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,BRITISH VIRGIN ISLANDS,4.25%  - SUB. CLP POWER HONG KONG FIN. 14/PERP -S- ,USD ,"300,000.00","300,641.40",0.87
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,BRITISH VIRGIN ISLANDS,4.50%  - HUARONG FINANCE 17/PERP -SR-S ,USD ,"200,000.00","201,275.80",0.58
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,CANADA,4.20%  - HARVEST OPERATIONS 18/23 -SR-S ,USD ,"400,000.00","424,180.80",1.23
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,CAYMAN ISLANDS,2.625%  - CDBL FUNDING 2 17/20 -SR- ,USD ,"200,000.00","199,489.40",0.58
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,CAYMAN ISLANDS,2.985%  - TENCENT HODLINGS 18/23 -SR-S ,USD ,"300,000.00","302,922.60",0.88
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,CAYMAN ISLANDS,3.00%  - CDBL FUNDING 2 17/22 S.2 -SR-S ,USD ,"200,000.00","200,452.60",0.58
,FIXED INCOME KEY SOLUTIONS FUND,BONDS,CAYMAN ISLANDS,4.75%  - SHIMAO PROPERTY 17/22 -SR- ,USD ,"600,000.00","605,204.40",1.75
